ID,Institution,OpenAlexInstitutionID,Country,Type,NormName,Topic
3740,Rashtrasant Tukadoji Maharaj Nagpur University,https://openalex.org/I133978751,IN,funder,rashtrasant tukadoji maharaj nagpur university,Unknown
3741,Industrial Systems Institute,https://openalex.org/I4210135709,GR,nonprofit,industrial systems institute,Solar_Biomass_Production
3742,Link Campus University,https://openalex.org/I42775652,IT,education,link campus university,Renewable_Energy_General
3743,Bukkyo University,https://openalex.org/I83124999,JP,education,bukkyo university,Renewable_Energy_General
3744,Flemish Institute for Technological Research,https://openalex.org/I68522396,BE,funder,flemish institute for technological research,Renewable_Energy_General
3745,California State Polytechnic University,https://openalex.org/I98947143,US,funder,california state polytechnic university,Renewable_Energy_General
3746,Timiryazev Institute of Plant Physiology,https://openalex.org/I4210133056,RU,facility,timiryazev institute of plant physiology,Hydropower_Aquatic
3747,University of Augsburg,https://openalex.org/I179225836,DE,education,university of augsburg,Renewable_Energy_General
3748,Cadi Ayyad University,https://openalex.org/I119856527,MA,funder,cadi ayyad university,Renewable_Energy_General
3749,Niğde Ömer Halisdemir Üniversitesi,https://openalex.org/I198265615,TR,funder,niğde ömer halisdemir üniversitesi,Solar_Biomass_Production
3750,Bartin University,https://openalex.org/I254571519,TR,funder,bartin university,Renewable_Energy_General
3751,Kautokeino Kommune,https://openalex.org/I4210086152,NO,government,kautokeino kommune,Renewable_Energy_General
3752,Sikkim Manipal University,https://openalex.org/I81433678,IN,education,sikkim manipal university,Renewable_Energy_General
3753,Sardar Patel University,https://openalex.org/I57085157,IN,funder,sardar patel university,Renewable_Energy_General
3754,Matej Bel University,https://openalex.org/I59655833,SK,education,matej bel university,Solar_Biomass_Production
3755,Islamic Azad University of Shahrekord,https://openalex.org/I4210121772,IR,funder,islamic azad university of shahrekord,Renewable_Energy_General
3756,State Key Laboratory of Urban and Regional Ecology,https://openalex.org/I4387153223,,funder,state key laboratory of urban and regional ecology,Renewable_Energy_General
3757,National Renewable Energy Centre,https://openalex.org/I4210126030,ES,facility,national renewable energy centre,Renewable_Energy_General
3758,Laboratoire Evolution et Diversite Biologique,https://openalex.org/I4210122570,FR,facility,laboratoire evolution et diversite biologique,Hydropower_Aquatic
3759,Pedagogical and Technological University of Colombia,https://openalex.org/I222202552,CO,funder,pedagogical and technological university of colombia,Renewable_Energy_General
3760,"Government College University, Faisalabad",https://openalex.org/I194348271,PK,education,government college university faisalabad,Renewable_Energy_General
3761,Central Institute of Plastics Engineering and Technology,https://openalex.org/I10640828,IN,facility,central institute of plastics engineering and technology,Renewable_Energy_General
3762,University of Fort Hare,https://openalex.org/I114499477,ZA,funder,university of fort hare,Solar_Biomass_Production
3763,Yokohama National University,https://openalex.org/I180203408,JP,funder,yokohama national university,Renewable_Energy_General
3764,Species360,https://openalex.org/I4210136560,US,nonprofit,species360,Unknown
3765,Laboratoire de Recherche en Sciences Végétales,https://openalex.org/I4210140000,FR,facility,laboratoire de recherche en sciences végétales,Hydropower_Aquatic
3766,SRM Institute of Science and Technology,https://openalex.org/I145286018,IN,education,srm institute of science and technology,Renewable_Energy_General
3767,American University of Beirut,https://openalex.org/I98635879,LB,funder,american university of beirut,Renewable_Energy_General
3768,An-Najah National University,https://openalex.org/I17533244,PS,funder,an-najah national university,Renewable_Energy_General
3769,Catholic University of Eichstätt-Ingolstadt,https://openalex.org/I199417121,DE,funder,catholic university of eichstätt-ingolstadt,Hydropower_Aquatic
3770,Sun Yat-sen University,https://openalex.org/I157773358,CN,funder,sun yat-sen university,Renewable_Energy_General
3771,Institute of Remote Sensing and Digital Earth,https://openalex.org/I4210128053,CN,funder,institute of remote sensing and digital earth,Hydropower_Aquatic
3772,Vietnam Academy of Agricultural Sciences,https://openalex.org/I4210156679,VN,facility,vietnam academy of agricultural sciences,Renewable_Energy_General
3773,Observatoire Océanologique de Banyuls-sur-Mer,https://openalex.org/I4210144707,FR,facility,observatoire océanologique de banyuls-sur-mer,Renewable_Energy_General
3774,Azerbaijan State Oil and Industry University,https://openalex.org/I136806742,AZ,education,azerbaijan state oil and industry university,Renewable_Energy_General
3775,Universidade Federal do Oeste do Pará,https://openalex.org/I1314665148,BR,education,universidade federal do oeste do pará,Renewable_Energy_General
3776,Tirol Kliniken,https://openalex.org/I4210121717,AT,healthcare,tirol kliniken,Renewable_Energy_General
3777,Hamburg Institute of International Economics,https://openalex.org/I4210137163,DE,other,hamburg institute of international economics,Wind_Energy_Impacts
3778,Council of Scientific and Industrial Research,https://openalex.org/I66760702,IN,government,council of scientific and industrial research,Renewable_Energy_General
3779,Syngaschem (Netherlands),https://openalex.org/I4210141111,NL,funder,syngaschem netherlands,Renewable_Energy_General
3780,Mohamed I University,https://openalex.org/I4210108110,MA,education,mohamed i university,Renewable_Energy_General
3781,Institut Français de la Mer,https://openalex.org/I4210090531,FR,education,institut français de la mer,Renewable_Energy_General
3782,ZHAW Zurich University of Applied Sciences,https://openalex.org/I858936495,CH,funder,zhaw zurich university of applied sciences,Renewable_Energy_General
3783,Laboratoire de Mécanique des Fluides et d'Acoustique,https://openalex.org/I4210149024,FR,facility,laboratoire de mécanique des fluides et dacoustique,Unknown
3784,Advanced Engineering (Czechia),https://openalex.org/I4210166862,CZ,company,advanced engineering czechia,Unknown
3785,Reial Acadèmia de Ciències i Arts de Barcelona,https://openalex.org/I4210120327,ES,education,reial acadèmia de ciències i arts de barcelona,Renewable_Energy_General
3786,Nationale Instelling voor Radioactief Aval en verijkte Splijtstoffen,https://openalex.org/I4210151431,BE,government,nationale instelling voor radioactief aval en verijkte splijtstoffen,Solar_Biomass_Production
3787,Station d’Écologie Théorique et Expérimentale,https://openalex.org/I4210162824,FR,facility,station décologie théorique et expérimentale,Renewable_Energy_General
3788,Institute for Sustainable Plant Protection,https://openalex.org/I4210089156,IT,facility,institute for sustainable plant protection,Renewable_Energy_General
3789,Henan University,https://openalex.org/I173899330,CN,funder,henan university,Renewable_Energy_General
3790,Creative Commons,https://openalex.org/I4210120668,US,nonprofit,creative commons,Renewable_Energy_General
3791,VSB - Technical University of Ostrava,https://openalex.org/I142208455,CZ,funder,vsb - technical university of ostrava,Solar_Biomass_Production
3792,National Institute of Ecology,https://openalex.org/I4210089892,KR,funder,national institute of ecology,Renewable_Energy_General
3793,Finnish Museum of Natural History,https://openalex.org/I4210139717,FI,archive,finnish museum of natural history,Renewable_Energy_General
3794,Tokyo University of Science,https://openalex.org/I161296585,JP,education,tokyo university of science,Renewable_Energy_General
3795,Indian Institute of Management Mumbai,https://openalex.org/I864998749,IN,funder,indian institute of management mumbai,Renewable_Energy_General
3796,Ludong University,https://openalex.org/I182707071,CN,funder,ludong university,Renewable_Energy_General
3797,Qingdao University of Science and Technology,https://openalex.org/I143413998,CN,funder,qingdao university of science and technology,Renewable_Energy_General
3798,AIMST University,https://openalex.org/I3018001382,MY,funder,aimst university,Renewable_Energy_General
3799,Instituto Tecnológico de Culiacán,https://openalex.org/I4210085960,MX,education,instituto tecnológico de culiacán,Renewable_Energy_General
3800,Bavarian Center for Applied Energy Research,https://openalex.org/I4210162460,DE,nonprofit,bavarian center for applied energy research,Solar_Biomass_Production
3801,Changsha University of Science and Technology,https://openalex.org/I56934997,CN,funder,changsha university of science and technology,Solar_Biomass_Production
3802,Bundesanstalt für Wasserbau,https://openalex.org/I4210152653,DE,government,bundesanstalt für wasserbau,Hydropower_Aquatic
3803,International Renewable Energy Agency,https://openalex.org/I4210104706,AE,government,international renewable energy agency,Solar_Biomass_Production
3804,German Institute of Food Technologies,https://openalex.org/I266738801,DE,facility,german institute of food technologies,Renewable_Energy_General
3805,National Science and Technology Center for Disaster Reduction,https://openalex.org/I1287642686,TW,government,national science and technology center for disaster reduction,Renewable_Energy_General
3806,MIT Lincoln Laboratory,https://openalex.org/I4210122954,US,facility,mit lincoln laboratory,Wind_Energy_Impacts
3807,National Marine Sanctuary Foundation,https://openalex.org/I4210135598,US,nonprofit,national marine sanctuary foundation,Unknown
3808,Nanchang University,https://openalex.org/I141649914,CN,funder,nanchang university,Renewable_Energy_General
3809,University of Central Arkansas,https://openalex.org/I32038505,US,funder,university of central arkansas,Hydropower_Aquatic
3810,Council of State,https://openalex.org/I4210149868,FI,government,council of state,Renewable_Energy_General
3811,Norwegian Institute of Public Health,https://openalex.org/I1333353642,NO,government,norwegian institute of public health,Renewable_Energy_General
3812,University of Defence,https://openalex.org/I4210153194,RS,education,university of defence,Renewable_Energy_General
3813,Charles Darwin Foundation,https://openalex.org/I126860399,EC,nonprofit,charles darwin foundation,Renewable_Energy_General
3814,King Abdullah University of Science and Technology,https://openalex.org/I71920554,SA,funder,king abdullah university of science and technology,Solar_Biomass_Production
3815,World Resources Institute,https://openalex.org/I1331321872,US,nonprofit,world resources institute,Renewable_Energy_General
3816,Microbiologie de l’alimentation au service de la santé,https://openalex.org/I3017594750,FR,facility,microbiologie de lalimentation au service de la santé,Solar_Biomass_Production
3817,Minnesota State University Moorhead,https://openalex.org/I166613482,US,education,minnesota state university moorhead,Renewable_Energy_General
