ID,Author,ORCID,OpenAlexAuthorID,NormName,Topic
21359,Feiqi Liu,0000-0003-2287-1758,https://openalex.org/A5087885852,feiqi liu,Renewable_Energy_General
21360,Hanna Lempinen,0000-0003-1416-8544,https://openalex.org/A5023883995,hanna lempinen,Hydropower_Aquatic
21361,Xi-sheng HU,,https://openalex.org/A5111091565,xi-sheng hu,Hydropower_Aquatic
21362,Nicola Fontana,0000-0002-4632-353X,https://openalex.org/A5065353196,nicola fontana,Renewable_Energy_General
21363,Rachel Gallant Feeney,0000-0003-2488-7681,https://openalex.org/A5065570254,rachel gallant feeney,Wind_Energy_Impacts
21364,Alan Baudron,0000-0002-5794-0592,https://openalex.org/A5021016618,alan baudron,Wind_Energy_Impacts
21365,Rune Michaelis,0000-0001-9069-7881,https://openalex.org/A5034287318,rune michaelis,Hydropower_Aquatic
21366,Silverio García‐Lara,0000-0002-3463-957X,https://openalex.org/A5085662322,silverio garcíalara,Unknown
21367,EA Morgan,,https://openalex.org/A5110583648,ea morgan,Wind_Energy_Impacts
21368,Stephen P. Kirkman,0000-0001-5428-7375,https://openalex.org/A5088706399,stephen p kirkman,Renewable_Energy_General
21369,Sarah P. Otto,0000-0003-3042-0818,https://openalex.org/A5079514639,sarah p otto,Hydropower_Aquatic
21370,Hrvoje Medarac,0000-0001-8713-6063,https://openalex.org/A5042700064,hrvoje medarac,Renewable_Energy_General
21371,P. Jayaraj,,https://openalex.org/A5047800274,p jayaraj,Renewable_Energy_General
21372,Rafael M. Navarro‐Cerrillo,0000-0003-3470-8640,https://openalex.org/A5037807325,rafael m navarrocerrillo,Renewable_Energy_General
21373,Sitong Liu,0000-0002-0709-2935,https://openalex.org/A5100763658,sitong liu,Hydropower_Aquatic
21374,P.A. Ireland,,https://openalex.org/A5047647694,pa ireland,Renewable_Energy_General
21375,Blanca Bernal,0000-0002-4879-8387,https://openalex.org/A5024194848,blanca bernal,Renewable_Energy_General
21376,David Kanter,0000-0003-4332-4833,https://openalex.org/A5035585648,david kanter,Renewable_Energy_General
21377,Scott Ferson,0000-0002-2613-0650,https://openalex.org/A5029294781,scott ferson,Wind_Energy_Impacts
21378,Faisal Bin Ashraf,0000-0002-4111-2258,https://openalex.org/A5075526148,faisal bin ashraf,Hydropower_Aquatic
21379,Gordana Gajić,0000-0002-9355-439X,https://openalex.org/A5072181589,gordana gajić,Renewable_Energy_General
21380,Jing Yue,0000-0002-5249-0318,https://openalex.org/A5046302005,jing yue,Renewable_Energy_General
21381,Thomas Dépret,0000-0001-6491-6112,https://openalex.org/A5035879495,thomas dépret,Renewable_Energy_General
21382,Holger Janßen,,https://openalex.org/A5111791226,holger janßen,Renewable_Energy_General
21383,Orsolya Vincze,0000-0001-5789-2124,https://openalex.org/A5087604349,orsolya vincze,Wind_Energy_Impacts
21384,Xiaoyang Song,,https://openalex.org/A5100992001,xiaoyang song,Renewable_Energy_General
21385,Brett Parkinson,0000-0001-6630-3125,https://openalex.org/A5056065795,brett parkinson,Solar_Biomass_Production
21386,Simonetta Fraschetti,0000-0002-1780-1651,https://openalex.org/A5019736142,simonetta fraschetti,Renewable_Energy_General
21387,Jarosław Waroszewski,0000-0002-3064-4232,https://openalex.org/A5085380516,jarosław waroszewski,Hydropower_Aquatic
21388,Nigel Collar,0000-0001-9677-3611,https://openalex.org/A5076487187,nigel collar,Wind_Energy_Impacts
21389,S. Schmutz,,https://openalex.org/A5066129523,s schmutz,Renewable_Energy_General
21390,Andrea J. Reid,0000-0001-7251-7824,https://openalex.org/A5016582778,andrea j reid,Hydropower_Aquatic
21391,Wcd,,https://openalex.org/A5010771264,wcd,Renewable_Energy_General
21392,Angelica Mendoza Beltrán,0000-0001-5837-5970,https://openalex.org/A5061104252,angelica mendoza beltrán,Renewable_Energy_General
21393,Magdalena Ligus,,https://openalex.org/A5003541298,magdalena ligus,Renewable_Energy_General
21394,Federica Remondi,0000-0002-1056-0322,https://openalex.org/A5061415820,federica remondi,Renewable_Energy_General
21395,Wanggi Jaung,0000-0003-2011-5748,https://openalex.org/A5011838055,wanggi jaung,Solar_Biomass_Production
21396,Christopher J. Lemieux,0000-0002-4780-2006,https://openalex.org/A5043962384,christopher j lemieux,Renewable_Energy_General
21397,Chong Jiang,0000-0002-9830-2079,https://openalex.org/A5068875866,chong jiang,Solar_Biomass_Production
21398,Daniel Davies,,https://openalex.org/A5108433064,daniel davies,Renewable_Energy_General
21399,Éric Vermote,0000-0003-4883-2765,https://openalex.org/A5079013637,éric vermote,Hydropower_Aquatic
21400,Luiz G. M. Silva,0000-0002-2329-5601,https://openalex.org/A5051827808,luiz g m silva,Wind_Energy_Impacts
21401,Monika Suškevičs,0000-0002-5666-2623,https://openalex.org/A5010482317,monika suškevičs,Land_Use_Bioenergy
21402,Jochem Jonkman,0000-0001-6495-8187,https://openalex.org/A5091495933,jochem jonkman,Renewable_Energy_General
21403,Sarah Gaichas,0000-0002-5788-3073,https://openalex.org/A5013869297,sarah gaichas,Wind_Energy_Impacts
21404,Julie K. Lundquist,0000-0001-5490-2702,https://openalex.org/A5091611341,julie k lundquist,Renewable_Energy_General
21405,Mohammad Hossein Ahmadi,0000-0002-0097-2534,https://openalex.org/A5015579535,mohammad hossein ahmadi,Hydropower_Aquatic
21406,Ali Jahanfar,,https://openalex.org/A5056238875,ali jahanfar,Renewable_Energy_General
21407,Dengming Yan,0000-0002-6727-6269,https://openalex.org/A5027939071,dengming yan,Renewable_Energy_General
21408,Antonio Posa,0000-0003-3436-9749,https://openalex.org/A5045708449,antonio posa,Hydropower_Aquatic
21409,Helen H. Epps,,https://openalex.org/A5029217112,helen h epps,Solar_Biomass_Production
21410,Nawa Raj Baral,0000-0002-0942-9183,https://openalex.org/A5017030250,nawa raj baral,Solar_Biomass_Production
21411,Edgar A. Rodriguez Martinez,,https://openalex.org/A5086113925,edgar a rodriguez martinez,Land_Use_Bioenergy
21412,Eduardo Sánchez‐Ramírez,0000-0002-4326-4837,https://openalex.org/A5027580447,eduardo sánchezramírez,Solar_Biomass_Production
21413,Jaume‐Adrià Alberola‐Borràs,0000-0002-9953-6846,https://openalex.org/A5013641153,jaumeadrià alberolaborràs,Solar_Biomass_Production
21414,Alexandros Korkovelos,0000-0001-5487-1002,https://openalex.org/A5033480653,alexandros korkovelos,Renewable_Energy_General
21415,Shihong Yang,0000-0001-7176-8648,https://openalex.org/A5082443250,shihong yang,Renewable_Energy_General
21416,Nik Hisham Nik Ibrahim,,https://openalex.org/A5015419954,nik hisham nik ibrahim,Renewable_Energy_General
21417,David B. Reeves,0000-0003-4161-8889,https://openalex.org/A5033423968,david b reeves,Hydropower_Aquatic
21418,Kenya Tanaka,0000-0002-6506-3788,https://openalex.org/A5048696294,kenya tanaka,Renewable_Energy_General
21419,Yogesh Kumar Sharma,0000-0002-3779-4380,https://openalex.org/A5018896451,yogesh kumar sharma,Renewable_Energy_General
21420,Constanze Buhk,0000-0003-1408-0446,https://openalex.org/A5008967070,constanze buhk,Solar_Biomass_Production
21421,Sabrina Gaba,0000-0002-7145-6713,https://openalex.org/A5027058032,sabrina gaba,Renewable_Energy_General
21422,Keiichi Komoto,,https://openalex.org/A5109104617,keiichi komoto,Solar_Biomass_Production
21423,Niko Soininen,0000-0003-0941-0594,https://openalex.org/A5073013008,niko soininen,Hydropower_Aquatic
21424,Michal Běčák,,https://openalex.org/A5051032591,michal běčák,Renewable_Energy_General
21425,Lan Feng,0000-0002-0757-2365,https://openalex.org/A5114377983,lan feng,Renewable_Energy_General
21426,Zhengtao Shen,0000-0002-4841-710X,https://openalex.org/A5013375800,zhengtao shen,Renewable_Energy_General
21427,Melissa Leach,0000-0002-1293-6848,https://openalex.org/A5082831452,melissa leach,Renewable_Energy_General
21428,Michael Bucksteeg,0000-0001-5409-3693,https://openalex.org/A5071813212,michael bucksteeg,Renewable_Energy_General
21429,Thomas Lauf,,https://openalex.org/A5058132689,thomas lauf,Renewable_Energy_General
21430,Metodi Sotirov,0000-0002-3548-707X,https://openalex.org/A5064051120,metodi sotirov,Renewable_Energy_General
21431,Adam B. Smith,0000-0002-6420-1659,https://openalex.org/A5012024993,adam b smith,Renewable_Energy_General
21432,Bassam Kayal,0000-0001-5737-0086,https://openalex.org/A5056232617,bassam kayal,Renewable_Energy_General
21433,VN de Jonge,,https://openalex.org/A5111570421,vn de jonge,Renewable_Energy_General
21434,Fiach Byrne,,https://openalex.org/A5023361821,fiach byrne,Solar_Biomass_Production
21435,Richard Ahorsu,,https://openalex.org/A5083534203,richard ahorsu,Solar_Biomass_Production
21436,Sándor Némethy,0000-0002-3673-1249,https://openalex.org/A5070558995,sándor némethy,Renewable_Energy_General
21437,Marije Schaafsma,0000-0003-0878-069X,https://openalex.org/A5086576545,marije schaafsma,Renewable_Energy_General
21438,Bahman Jabbarian Amiri,0000-0003-1382-786X,https://openalex.org/A5014546573,bahman jabbarian amiri,Solar_Biomass_Production
21439,Viktor Johansson,,https://openalex.org/A5112261965,viktor johansson,Solar_Biomass_Production
21440,Mykola Kharytonov,0000-0002-9886-678X,https://openalex.org/A5103274591,mykola kharytonov,Renewable_Energy_General
21441,Yadu Pokhrel,0000-0002-1367-216X,https://openalex.org/A5072924652,yadu pokhrel,Renewable_Energy_General
21442,Adeline Mertenat,,https://openalex.org/A5075766277,adeline mertenat,Renewable_Energy_General
21443,Kenji Shiraishi,0000-0003-4881-2844,https://openalex.org/A5014025446,kenji shiraishi,Renewable_Energy_General
21444,Martin Oberle,,https://openalex.org/A5026059173,martin oberle,Solar_Biomass_Production
21445,Talya ten Brink,0000-0002-3279-0575,https://openalex.org/A5075942590,talya ten brink,Renewable_Energy_General
21446,David Parra,0000-0001-7196-4569,https://openalex.org/A5084402010,david parra,Renewable_Energy_General
21447,Robert‐Jan den Haan,0000-0001-6255-1789,https://openalex.org/A5042946847,robertjan den haan,Renewable_Energy_General
21448,L. López‐Rosales,0000-0001-5881-6086,https://openalex.org/A5023833294,l lópezrosales,Renewable_Energy_General
21449,Toru Nakajima,0000-0003-4995-8247,https://openalex.org/A5032708319,toru nakajima,Renewable_Energy_General
21450,Torun Hammar,0000-0003-2961-5933,https://openalex.org/A5045414253,torun hammar,Renewable_Energy_General
21451,David A. Wilkinson,0000-0002-9986-6212,https://openalex.org/A5101820260,david a wilkinson,Renewable_Energy_General
21452,Ankica Kovač,0000-0003-0148-5620,https://openalex.org/A5016367641,ankica kovač,Renewable_Energy_General
21453,Luís Pereira Dias,0000-0001-5701-6634,https://openalex.org/A5045476708,luís pereira dias,Renewable_Energy_General
21454,Hui Shi,0000-0001-8194-5134,https://openalex.org/A5101771181,hui shi,Solar_Biomass_Production
21455,Daniele Bruno,0000-0002-2550-3267,https://openalex.org/A5060567733,daniele bruno,Renewable_Energy_General
21456,W. Budzyński,,https://openalex.org/A5003504317,w budzyński,Renewable_Energy_General
21457,Peter van Puijenbroek,0000-0001-6370-2411,https://openalex.org/A5075484107,peter van puijenbroek,Hydropower_Aquatic
21458,Susana Toboso‐Chavero,0000-0001-8475-5184,https://openalex.org/A5086328537,susana tobosochavero,Renewable_Energy_General
21459,Miroslav Kljajić,0000-0002-2604-5659,https://openalex.org/A5090050161,miroslav kljajić,Renewable_Energy_General
21460,Caitlin Seyfried,,https://openalex.org/A5054173509,caitlin seyfried,Wind_Energy_Impacts
21461,Maria Carolina B. Grassi,0000-0001-5516-0851,https://openalex.org/A5003912177,maria carolina b grassi,Renewable_Energy_General
21462,Jari Vepsäläinen,0000-0002-9379-5687,https://openalex.org/A5012900928,jari vepsäläinen,Renewable_Energy_General
21463,Duncan Brack,,https://openalex.org/A5112387938,duncan brack,Renewable_Energy_General
21464,Matthew Haworth,0000-0002-3225-6620,https://openalex.org/A5048467648,matthew haworth,Solar_Biomass_Production
21465,Jim Best,0000-0001-5314-6140,https://openalex.org/A5063274653,jim best,Renewable_Energy_General
21466,Prakhar Misra,0000-0003-0180-4900,https://openalex.org/A5079064538,prakhar misra,Renewable_Energy_General
21467,David Severin Ryberg,0000-0002-5796-2142,https://openalex.org/A5082224899,david severin ryberg,Wind_Energy_Impacts
21468,Aleksi Lehikoinen,0000-0002-1989-277X,https://openalex.org/A5044509012,aleksi lehikoinen,Renewable_Energy_General
21469,Anh Tuấn Nguyễn,0000-0003-3551-1700,https://openalex.org/A5100631109,anh tuấn nguyễn,Renewable_Energy_General
21470,Cora Fernández-Dacosta,,https://openalex.org/A5028781357,cora fernández-dacosta,Renewable_Energy_General
21471,Ruane Fernandes de Magalhães,0000-0002-7058-1790,https://openalex.org/A5015314395,ruane fernandes de magalhães,Renewable_Energy_General
21472,Irfan Ahmad Gondal,0000-0001-6013-7656,https://openalex.org/A5079697597,irfan ahmad gondal,Renewable_Energy_General
21473,Rika Preiser,0000-0003-4159-0708,https://openalex.org/A5022789608,rika preiser,Renewable_Energy_General
21474,Alessia Mangialardo,0000-0001-7880-7398,https://openalex.org/A5045731645,alessia mangialardo,Renewable_Energy_General
21475,Tobias Heimann,0000-0003-1096-077X,https://openalex.org/A5017443501,tobias heimann,Renewable_Energy_General
21476,James Val,0000-0003-4519-4008,https://openalex.org/A5071526879,james val,Renewable_Energy_General
21477,Robert Spencer,0000-0001-8220-5488,https://openalex.org/A5053528848,robert spencer,Solar_Biomass_Production
21478,Maurizio Fraissinet,,https://openalex.org/A5058894611,maurizio fraissinet,Renewable_Energy_General
21479,Christian Schleyer,0000-0002-9604-1653,https://openalex.org/A5005172747,christian schleyer,Renewable_Energy_General
21480,Pamela S. Chasek,0000-0002-8705-3935,https://openalex.org/A5029932292,pamela s chasek,Hydropower_Aquatic
21481,Miguel Moreira,0000-0002-9804-9384,https://openalex.org/A5072875118,miguel moreira,Hydropower_Aquatic
21482,Tuukka Mäkitie,0000-0002-7810-0066,https://openalex.org/A5012616662,tuukka mäkitie,Renewable_Energy_General
21483,Brendan A. Wintle,0000-0002-4234-5950,https://openalex.org/A5047183172,brendan a wintle,Solar_Biomass_Production
21484,Kiran Liversage,0000-0001-9971-0907,https://openalex.org/A5030916965,kiran liversage,Wind_Energy_Impacts
21485,Gabriela Medellín,0000-0003-4358-7801,https://openalex.org/A5032670746,gabriela medellín,Renewable_Energy_General
21486,Christian Hof,0000-0002-7763-1885,https://openalex.org/A5088523001,christian hof,Renewable_Energy_General
21487,Ines Dombrowsky,0000-0002-3420-6117,https://openalex.org/A5017416512,ines dombrowsky,Renewable_Energy_General
21488,Thierry Garlan,0000-0002-5354-5587,https://openalex.org/A5085329585,thierry garlan,Renewable_Energy_General
21489,Claudio Badii,0000-0001-9343-7065,https://openalex.org/A5002702467,claudio badii,Renewable_Energy_General
21490,Enrico Quagliarini,0000-0002-1091-8929,https://openalex.org/A5020702032,enrico quagliarini,Solar_Biomass_Production
21491,Giulia Goffetti,0000-0001-9853-143X,https://openalex.org/A5030168295,giulia goffetti,Renewable_Energy_General
21492,Robert J. Smith,0000-0003-1599-9171,https://openalex.org/A5034953178,robert j smith,Renewable_Energy_General
21493,Andrew Swingler,0000-0001-5931-5785,https://openalex.org/A5012262462,andrew swingler,Renewable_Energy_General
21494,Nariê Rinke Dias de Souza,0000-0002-2708-8933,https://openalex.org/A5070805265,nariê rinke dias de souza,Renewable_Energy_General
21495,Yuwei Weng,0000-0002-2341-2740,https://openalex.org/A5044770276,yuwei weng,Renewable_Energy_General
21496,Álvaro Francisco Morote Seguido,0000-0003-2438-4961,https://openalex.org/A5012473790,álvaro francisco morote seguido,Land_Use_Bioenergy
21497,Sharon Baruch‐Mordo,0000-0002-8230-9866,https://openalex.org/A5066756936,sharon baruchmordo,Wind_Energy_Impacts
21498,M.R. Atelge,0000-0002-0613-2501,https://openalex.org/A5086779812,mr atelge,Solar_Biomass_Production
21499,Jesika P. Reimer,0000-0001-9993-1574,https://openalex.org/A5031373445,jesika p reimer,Wind_Energy_Impacts
21500,Serena Wright,0000-0003-4912-1455,https://openalex.org/A5000662417,serena wright,Wind_Energy_Impacts
21501,Christina Voigt,0000-0001-8674-1894,https://openalex.org/A5086334846,christina voigt,Renewable_Energy_General
21502,Pierre Defourny,,https://openalex.org/A5055338308,pierre defourny,Renewable_Energy_General
21503,K. Norman Johnson,,https://openalex.org/A5113114693,k norman johnson,Renewable_Energy_General
21504,Erik‐Hans Klijn,0000-0002-2121-6818,https://openalex.org/A5008602905,erikhans klijn,Renewable_Energy_General
21505,E. Ashley Shaw,0000-0002-4768-3465,https://openalex.org/A5065237504,e ashley shaw,Renewable_Energy_General
21506,Frederica P. Perera,0000-0002-2263-7008,https://openalex.org/A5076294013,frederica p perera,Renewable_Energy_General
21507,Giuseppe Sdanghi,0000-0003-4479-4220,https://openalex.org/A5037705376,giuseppe sdanghi,Renewable_Energy_General
21508,Raimund Bleischwitz,0000-0001-8164-733X,https://openalex.org/A5022850332,raimund bleischwitz,Renewable_Energy_General
21509,Brigitte Sommer,0000-0003-0617-7790,https://openalex.org/A5009441380,brigitte sommer,Renewable_Energy_General
21510,Kyriaki Kalaitzidou,0000-0002-9051-9118,https://openalex.org/A5087810060,kyriaki kalaitzidou,Renewable_Energy_General
21511,Shaghaygh Akhtari,,https://openalex.org/A5084338898,shaghaygh akhtari,Renewable_Energy_General
21512,Lasse Makkonen,0000-0002-3924-7882,https://openalex.org/A5067845696,lasse makkonen,Wind_Energy_Impacts
21513,Zhiyu Huang,0000-0003-1592-7215,https://openalex.org/A5012295217,zhiyu huang,Renewable_Energy_General
21514,Tohid Khalili,0000-0001-5888-1195,https://openalex.org/A5010260800,tohid khalili,Renewable_Energy_General
21515,Sahil Kapila,,https://openalex.org/A5039697586,sahil kapila,Renewable_Energy_General
21516,Yongming Zhang,,https://openalex.org/A5115593202,yongming zhang,Renewable_Energy_General
21517,Dawei Yang,0000-0002-7646-3891,https://openalex.org/A5079747523,dawei yang,Renewable_Energy_General
